"sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"output.wav","0",20,0.161956447642453,0.0585191839039301,0.163851851851852,0.124962962962963,0.196518518518519,0.0715555555555555,1.5183279447847,5.69467352726369,0.94094581108401,0.603651381802873,0.0596296296296296,0.161956447642453,0,0.135047563240954,0.0433628318584071,0.279113924050633,1.35410719651442,0,5.9431640625,5.9431640625,0.212285902503294
